441(376|{-0.235142,-0.968636,0.116725},24|{-0.382683,-0.92388,1})       437(24|{-0.382683,-0.92388,1},376|{-0.235142,-0.968636,0.116725})
474(27|{-0.175581,-0.882707,1},25|{-0.344415,-0.831492,1})      446(25|{-0.344415,-0.831492,1},27|{-0.175581,-0.882707,1})
219(155|{-0.472993,-0.762765,-0.65269},25|{-0.344415,-0.831492,1})      426(25|{-0.344415,-0.831492,1},155|{-0.472993,-0.762765,-0.65269})
429(177|{-0.500013,-0.748323,-0.136445},25|{-0.344415,-0.831492,1})     425(25|{-0.344415,-0.831492,1},177|{-0.500013,-0.748323,-0.136445})
218(368|{-0.471459,-0.763585,-0.681999},25|{-0.344415,-0.831492,1})     220(25|{-0.344415,-0.831492,1},368|{-0.471459,-0.763585,-0.681999})
428(375|{-0.485451,-0.756106,-0.414666},25|{-0.344415,-0.831492,1})     430(25|{-0.344415,-0.831492,1},375|{-0.485451,-0.756106,-0.414666})
451(76|{0,-1,1},26|{-0.19509,-0.980785,1})      1486(26|{-0.19509,-0.980785,1},76|{0,-1,1})
1485(79|{0.19509,-0.980785,1},26|{-0.19509,-0.980785,1})        478(26|{-0.19509,-0.980785,1},79|{0.19509,-0.980785,1})
432(179|{-0.19509,-0.980785,0.122974},26|{-0.19509,-0.980785,1})        237(26|{-0.19509,-0.980785,1},179|{-0.19509,-0.980785,0.122974})
453(181|{0,-1,0.162363},26|{-0.19509,-0.980785,1})      452(26|{-0.19509,-0.980785,1},181|{0,-1,0.162363})
240(183|{-0.111193,-0.989048,0.139913},26|{-0.19509,-0.980785,1})       447(26|{-0.19509,-0.980785,1},183|{-0.111193,-0.989048,0.139913})
239(394|{-0.1779,-0.982478,0.126445},26|{-0.19509,-0.980785,1}) 241(26|{-0.19509,-0.980785,1},394|{-0.1779,-0.982478,0.126445})
449(395|{-0.056749,-0.994411,0.150905},26|{-0.19509,-0.980785,1})       454(26|{-0.19509,-0.980785,1},395|{-0.056749,-0.994411,0.150905})
1488(77|{0,-0.9,1},27|{-0.175581,-0.882707,1})  462(27|{-0.175581,-0.882707,1},77|{0,-0.9,1})
482(79|{0.19509,-0.980785,1},27|{-0.175581,-0.882707,1})        1489(27|{-0.175581,-0.882707,1},79|{0.19509,-0.980785,1})
